-----Epoch 0 开始训练-----

Total step : 100      Batch loss: 8.7398      Epoch average loss: 9.1253
Total step : 122700      Batch loss: 2.4513      Epoch average loss: 2.0172
Total step : 122800      Batch loss: 1.9824      Epoch average loss: 2.0173
Total step : 122900      Batch loss: 1.7665      Epoch average loss: 2.0172
Total step : 123000      Batch loss: 2.1612      Epoch average loss: 2.0171
Total step : 123100      Batch loss: 1.7381      Epoch average loss: 2.0168
Total step : 123200      Batch loss: 1.6943      Epoch average loss: 2.0168
Total step : 123300      Batch loss: 1.5812      Epoch average loss: 2.0167
Total step : 123400      Batch loss: 1.8251      Epoch average loss: 2.0166
Total step : 123500      Batch loss: 2.5100      Epoch average loss: 2.0169
Total step : 123600      Batch loss: 1.5404      Epoch average loss: 2.0168
Total step : 123700      Batch loss: 1.9321      Epoch average loss: 2.0169
Total step : 123800      Batch loss: 1.5524      Epoch average loss: 2.0166
Total step : 123900      Batch loss: 2.0029      Epoch average loss: 2.0163
Total step : 124000      Batch loss: 1.6610      Epoch average loss: 2.0163
Total step : 124100      Batch loss: 1.8557      Epoch average loss: 2.0165
Total step : 124200      Batch loss: 1.8023      Epoch average loss: 2.0165
Total step : 124300      Batch loss: 2.0319      Epoch average loss: 2.0166
Total step : 124400      Batch loss: 3.2164      Epoch average loss: 2.0166
Total step : 124500      Batch loss: 1.6682      Epoch average loss: 2.0164
Total step : 124600      Batch loss: 2.1325      Epoch average loss: 2.0163
Total step : 124700      Batch loss: 1.7935      Epoch average loss: 2.0161
Total step : 124800      Batch loss: 2.1807      Epoch average loss: 2.0160
Total step : 124900      Batch loss: 1.3237      Epoch average loss: 2.0161
Total step : 125000      Batch loss: 1.7889      Epoch average loss: 2.0159
Total step : 125100      Batch loss: 3.5855      Epoch average loss: 2.0160
Total step : 125200      Batch loss: 2.9010      Epoch average loss: 2.0158
Total step : 125300      Batch loss: 2.1273      Epoch average loss: 2.0158
Total step : 125400      Batch loss: 1.7133      Epoch average loss: 2.0157
Total step : 125500      Batch loss: 1.8270      Epoch average loss: 2.0156
Total step : 125600      Batch loss: 2.2784      Epoch average loss: 2.0153
Total step : 125700      Batch loss: 2.0838      Epoch average loss: 2.0154
Total step : 125800      Batch loss: 1.5501      Epoch average loss: 2.0154
Total step : 125900      Batch loss: 2.1565      Epoch average loss: 2.0157
Total step : 126000      Batch loss: 1.9963      Epoch average loss: 2.0155
Total step : 126100      Batch loss: 2.6235      Epoch average loss: 2.0153
Total step : 126200      Batch loss: 1.7662      Epoch average loss: 2.0155
Total step : 126300      Batch loss: 1.7026      Epoch average loss: 2.0157
Total step : 126400      Batch loss: 2.0200      Epoch average loss: 2.0158
Total step : 126500      Batch loss: 1.5822      Epoch average loss: 2.0158
Total step : 126600      Batch loss: 1.7625      Epoch average loss: 2.0157
Total step : 126700      Batch loss: 3.0160      Epoch average loss: 2.0160
Total step : 126800      Batch loss: 1.7905      Epoch average loss: 2.0160
Total step : 126900      Batch loss: 2.5209      Epoch average loss: 2.0158
Total step : 127000      Batch loss: 1.7058      Epoch average loss: 2.0155
Total step : 127100      Batch loss: 1.8422      Epoch average loss: 2.0156
Total step : 127200      Batch loss: 2.5524      Epoch average loss: 2.0156
Total step : 127300      Batch loss: 1.6974      Epoch average loss: 2.0152
Total step : 127400      Batch loss: 1.7211      Epoch average loss: 2.0154
Total step : 127500      Batch loss: 1.7352      Epoch average loss: 2.0154
Total step : 127600      Batch loss: 1.6027      Epoch average loss: 2.0151
Total step : 127700      Batch loss: 1.6499      Epoch average loss: 2.0151
Total step : 127800      Batch loss: 1.6221      Epoch average loss: 2.0153
Total step : 127900      Batch loss: 1.8776      Epoch average loss: 2.0153
Total step : 128000      Batch loss: 2.0147      Epoch average loss: 2.0154
Total step : 128100      Batch loss: 1.5928      Epoch average loss: 2.0154
Total step : 128200      Batch loss: 1.7944      Epoch average loss: 2.0152
Total step : 128300      Batch loss: 1.6817      Epoch average loss: 2.0150
Total step : 128400      Batch loss: 2.9128      Epoch average loss: 2.0152
Total step : 128500      Batch loss: 1.9291      Epoch average loss: 2.0148
Total step : 128600      Batch loss: 1.8903      Epoch average loss: 2.0148
Total step : 128700      Batch loss: 2.5471      Epoch average loss: 2.0151
Total step : 128800      Batch loss: 1.7198      Epoch average loss: 2.0151
Total step : 128900      Batch loss: 1.6764      Epoch average loss: 2.0150
Total step : 129000      Batch loss: 1.7872      Epoch average loss: 2.0147
Total step : 129100      Batch loss: 3.4169      Epoch average loss: 2.0149
Total step : 129200      Batch loss: 1.7147      Epoch average loss: 2.0148
Total step : 129300      Batch loss: 1.7086      Epoch average loss: 2.0149
Total step : 129400      Batch loss: 2.0873      Epoch average loss: 2.0149
Total step : 129500      Batch loss: 1.6521      Epoch average loss: 2.0148
Total step : 129600      Batch loss: 1.8709      Epoch average loss: 2.0148
Total step : 129700      Batch loss: 1.9553      Epoch average loss: 2.0148
Total step : 129800      Batch loss: 1.7634      Epoch average loss: 2.0145
Total step : 129900      Batch loss: 1.5446      Epoch average loss: 2.0144
Total step : 130000      Batch loss: 2.0281      Epoch average loss: 2.0139
Total step : 130100      Batch loss: 2.4341      Epoch average loss: 2.0140
Total step : 130200      Batch loss: 1.6366      Epoch average loss: 2.0140
Total step : 130300      Batch loss: 2.0093      Epoch average loss: 2.0141
Total step : 130400      Batch loss: 2.9573      Epoch average loss: 2.0143
Total step : 130500      Batch loss: 3.5610      Epoch average loss: 2.0144
Total step : 130600      Batch loss: 3.8084      Epoch average loss: 2.0144
Total step : 130700      Batch loss: 1.5371      Epoch average loss: 2.0145
Total step : 130800      Batch loss: 3.5519      Epoch average loss: 2.0146
Total step : 130900      Batch loss: 1.7825      Epoch average loss: 2.0144
Total step : 131000      Batch loss: 2.2672      Epoch average loss: 2.0145
Total step : 131100      Batch loss: 1.7921      Epoch average loss: 2.0147
Total step : 131200      Batch loss: 1.6867      Epoch average loss: 2.0144
Total step : 131300      Batch loss: 2.4094      Epoch average loss: 2.0144
Total step : 131400      Batch loss: 1.9343      Epoch average loss: 2.0144
Total step : 131500      Batch loss: 1.8779      Epoch average loss: 2.0145
Total step : 131600      Batch loss: 1.7288      Epoch average loss: 2.0143
Total step : 131700      Batch loss: 2.0958      Epoch average loss: 2.0147
Total step : 131800      Batch loss: 1.4317      Epoch average loss: 2.0144
Total step : 131900      Batch loss: 2.1048      Epoch average loss: 2.0144
Total step : 132000      Batch loss: 1.7338      Epoch average loss: 2.0143
Total step : 132100      Batch loss: 1.8074      Epoch average loss: 2.0140
Total step : 132200      Batch loss: 1.4291      Epoch average loss: 2.0141
Total step : 132300      Batch loss: 1.7622      Epoch average loss: 2.0142
Total step : 132400      Batch loss: 2.1366      Epoch average loss: 2.0145
Total step : 132500      Batch loss: 1.8102      Epoch average loss: 2.0145
Total step : 132600      Batch loss: 1.8124      Epoch average loss: 2.0145
Total step : 132700      Batch loss: 1.9811      Epoch average loss: 2.0143
Total step : 132800      Batch loss: 1.5297      Epoch average loss: 2.0141
Total step : 132900      Batch loss: 3.4438      Epoch average loss: 2.0139
Total step : 133000      Batch loss: 1.9740      Epoch average loss: 2.0141
Total step : 133100      Batch loss: 1.7200      Epoch average loss: 2.0141
Total step : 133200      Batch loss: 2.1091      Epoch average loss: 2.0141
Total step : 133300      Batch loss: 3.7346      Epoch average loss: 2.0141
Total step : 133400      Batch loss: 2.1298      Epoch average loss: 2.0140
Total step : 133500      Batch loss: 1.8081      Epoch average loss: 2.0138
Total step : 133600      Batch loss: 3.6984      Epoch average loss: 2.0137
Total step : 133700      Batch loss: 3.1578      Epoch average loss: 2.0138
Total step : 133800      Batch loss: 1.9779      Epoch average loss: 2.0138
Total step : 133900      Batch loss: 1.6967      Epoch average loss: 2.0137
Total step : 134000      Batch loss: 2.4082      Epoch average loss: 2.0138
Total step : 134100      Batch loss: 1.8090      Epoch average loss: 2.0138
Total step : 134200      Batch loss: 1.5991      Epoch average loss: 2.0137
Total step : 134300      Batch loss: 1.8981      Epoch average loss: 2.0137
Total step : 134400      Batch loss: 3.3210      Epoch average loss: 2.0134
Total step : 134500      Batch loss: 2.0160      Epoch average loss: 2.0134
Total step : 134600      Batch loss: 1.6475      Epoch average loss: 2.0131
Total step : 134700      Batch loss: 1.9721      Epoch average loss: 2.0132
Total step : 134800      Batch loss: 3.7181      Epoch average loss: 2.0131
Total step : 134900      Batch loss: 1.7677      Epoch average loss: 2.0131
Total step : 135000      Batch loss: 3.1268      Epoch average loss: 2.0130
Total step : 135100      Batch loss: 1.9329      Epoch average loss: 2.0131
Total step : 135200      Batch loss: 1.7201      Epoch average loss: 2.0131
Total step : 135300      Batch loss: 1.8099      Epoch average loss: 2.0133
Total step : 135400      Batch loss: 2.1403      Epoch average loss: 2.0132
Total step : 135500      Batch loss: 1.6335      Epoch average loss: 2.0131
Total step : 135600      Batch loss: 2.8124      Epoch average loss: 2.0133
Total step : 135700      Batch loss: 3.3951      Epoch average loss: 2.0131
Total step : 135800      Batch loss: 2.1454      Epoch average loss: 2.0129
Total step : 135900      Batch loss: 2.1682      Epoch average loss: 2.0127
Total step : 136000      Batch loss: 1.6466      Epoch average loss: 2.0129
Total step : 136100      Batch loss: 1.8654      Epoch average loss: 2.0131
Total step : 136200      Batch loss: 2.5975      Epoch average loss: 2.0129
Total step : 136300      Batch loss: 1.8297      Epoch average loss: 2.0130
Total step : 136400      Batch loss: 3.2419      Epoch average loss: 2.0129
Total step : 136500      Batch loss: 1.8602      Epoch average loss: 2.0128
Total step : 136600      Batch loss: 2.3814      Epoch average loss: 2.0127
Total step : 136700      Batch loss: 2.9362      Epoch average loss: 2.0126
Total step : 136800      Batch loss: 1.6344      Epoch average loss: 2.0126
Total step : 136900      Batch loss: 3.6856      Epoch average loss: 2.0124
Total step : 137000      Batch loss: 3.6149      Epoch average loss: 2.0124
Total step : 137100      Batch loss: 1.6351      Epoch average loss: 2.0126
Total step : 137200      Batch loss: 0.6140      Epoch average loss: 2.0127
Total step : 137300      Batch loss: 1.5342      Epoch average loss: 2.0125
Total step : 137400      Batch loss: 1.3788      Epoch average loss: 2.0126
Total step : 137500      Batch loss: 2.0082      Epoch average loss: 2.0127
Total step : 137600      Batch loss: 1.7020      Epoch average loss: 2.0126
Total step : 137700      Batch loss: 1.5215      Epoch average loss: 2.0124
Total step : 137800      Batch loss: 3.4298      Epoch average loss: 2.0124
Total step : 137900      Batch loss: 1.7186      Epoch average loss: 2.0123
Total step : 138000      Batch loss: 3.3545      Epoch average loss: 2.0121
Total step : 138100      Batch loss: 1.4874      Epoch average loss: 2.0119
Total step : 138200      Batch loss: 1.5087      Epoch average loss: 2.0121
Total step : 138300      Batch loss: 1.7608      Epoch average loss: 2.0120
Total step : 138400      Batch loss: 2.0455      Epoch average loss: 2.0120
Total step : 138500      Batch loss: 1.7111      Epoch average loss: 2.0122
Total step : 138600      Batch loss: 2.5377      Epoch average loss: 2.0121
Total step : 138700      Batch loss: 2.0871      Epoch average loss: 2.0121
Total step : 138800      Batch loss: 3.4851      Epoch average loss: 2.0120
Total step : 138900      Batch loss: 3.7218      Epoch average loss: 2.0119
Total step : 139000      Batch loss: 1.8242      Epoch average loss: 2.0120
Total step : 139100      Batch loss: 1.7778      Epoch average loss: 2.0119
Total step : 139200      Batch loss: 3.3196      Epoch average loss: 2.0118
Total step : 139300      Batch loss: 1.6660      Epoch average loss: 2.0119
Total step : 139400      Batch loss: 1.7270      Epoch average loss: 2.0118
Total step : 139500      Batch loss: 1.9067      Epoch average loss: 2.0118
Total step : 139600      Batch loss: 1.7457      Epoch average loss: 2.0117
Total step : 139700      Batch loss: 1.6301      Epoch average loss: 2.0117
Total step : 139800      Batch loss: 1.9426      Epoch average loss: 2.0118
Total step : 139900      Batch loss: 1.7375      Epoch average loss: 2.0117
Total step : 140000      Batch loss: 2.0384      Epoch average loss: 2.0116
Total step : 140100      Batch loss: 1.5692      Epoch average loss: 2.0115
Total step : 140200      Batch loss: 1.5563      Epoch average loss: 2.0114
Total step : 140300      Batch loss: 1.5536      Epoch average loss: 2.0112
Total step : 140400      Batch loss: 1.5297      Epoch average loss: 2.0112
Total step : 140500      Batch loss: 1.7202      Epoch average loss: 2.0112
Total step : 140600      Batch loss: 1.7790      Epoch average loss: 2.0113
Total step : 140700      Batch loss: 1.9759      Epoch average loss: 2.0113
Total step : 140800      Batch loss: 1.7658      Epoch average loss: 2.0113
Total step : 140900      Batch loss: 2.0137      Epoch average loss: 2.0114
Total step : 141000      Batch loss: 1.6777      Epoch average loss: 2.0113
Total step : 141100      Batch loss: 1.7000      Epoch average loss: 2.0114
Total step : 141200      Batch loss: 1.8311      Epoch average loss: 2.0113
Total step : 141300      Batch loss: 1.4453      Epoch average loss: 2.0112
Total step : 141400      Batch loss: 1.8021      Epoch average loss: 2.0113
Total step : 141500      Batch loss: 1.7566      Epoch average loss: 2.0112
Total step : 141600      Batch loss: 1.9255      Epoch average loss: 2.0112
Total step : 141700      Batch loss: 1.6315      Epoch average loss: 2.0113
Total step : 141800      Batch loss: 2.1854      Epoch average loss: 2.0112
Total step : 141900      Batch loss: 1.8447      Epoch average loss: 2.0111
Total step : 142000      Batch loss: 2.0676      Epoch average loss: 2.0112
Total step : 142100      Batch loss: 1.6965      Epoch average loss: 2.0110
Total step : 142200      Batch loss: 2.0465      Epoch average loss: 2.0110
Total step : 142300      Batch loss: 2.4989      Epoch average loss: 2.0108
Total step : 142400      Batch loss: 1.4991      Epoch average loss: 2.0110
Total step : 142500      Batch loss: 1.6721      Epoch average loss: 2.0109
Total step : 142600      Batch loss: 1.7336      Epoch average loss: 2.0109
Total step : 142700      Batch loss: 1.6849      Epoch average loss: 2.0108
Total step : 142800      Batch loss: 1.8710      Epoch average loss: 2.0108
Total step : 142900      Batch loss: 1.8629      Epoch average loss: 2.0108
Total step : 143000      Batch loss: 1.5909      Epoch average loss: 2.0106
Total step : 143100      Batch loss: 2.7338      Epoch average loss: 2.0107
Total step : 143200      Batch loss: 1.6376      Epoch average loss: 2.0106
Total step : 143300      Batch loss: 2.2078      Epoch average loss: 2.0106
Total step : 143400      Batch loss: 2.1411      Epoch average loss: 2.0104
Total step : 143500      Batch loss: 1.8245      Epoch average loss: 2.0103
Total step : 143600      Batch loss: 3.4325      Epoch average loss: 2.0102
Total step : 143700      Batch loss: 2.5977      Epoch average loss: 2.0102
Total step : 143800      Batch loss: 1.6445      Epoch average loss: 2.0103
Total step : 143900      Batch loss: 1.7793      Epoch average loss: 2.0103
Total step : 144000      Batch loss: 1.8206      Epoch average loss: 2.0103
Total step : 144100      Batch loss: 1.8702      Epoch average loss: 2.0103
Total step : 144200      Batch loss: 1.7413      Epoch average loss: 2.0103
Total step : 144300      Batch loss: 1.4833      Epoch average loss: 2.0101
Total step : 144400      Batch loss: 2.0069      Epoch average loss: 2.0102
Total step : 144500      Batch loss: 1.7651      Epoch average loss: 2.0101
Total step : 144600      Batch loss: 1.6732      Epoch average loss: 2.0101
Total step : 144700      Batch loss: 1.5183      Epoch average loss: 2.0102
Total step : 144800      Batch loss: 1.7692      Epoch average loss: 2.0099
Total step : 144900      Batch loss: 1.5083      Epoch average loss: 2.0099
Total step : 145000      Batch loss: 1.7573      Epoch average loss: 2.0099
Total step : 145100      Batch loss: 3.4329      Epoch average loss: 2.0098
Total step : 145200      Batch loss: 1.6226      Epoch average loss: 2.0099
Total step : 145300      Batch loss: 1.5966      Epoch average loss: 2.0099
Total step : 145400      Batch loss: 1.7010      Epoch average loss: 2.0099
Total step : 145500      Batch loss: 1.9063      Epoch average loss: 2.0097
Total step : 145600      Batch loss: 1.8041      Epoch average loss: 2.0096

-----Epoch 2 开始测试-----

Epoch: 2    BLEU: 0.2722

-----Epoch 3 开始训练-----

Total step : 145700      Batch loss: 1.6663      Epoch average loss: 1.9928
Total step : 145800      Batch loss: 1.5838      Epoch average loss: 1.9694
Total step : 145900      Batch loss: 2.1044      Epoch average loss: 1.9578
Total step : 146000      Batch loss: 2.2433      Epoch average loss: 1.9553
Total step : 146100      Batch loss: 1.3823      Epoch average loss: 1.9627
Total step : 146200      Batch loss: 2.5306      Epoch average loss: 1.9694
Total step : 146300      Batch loss: 1.7870      Epoch average loss: 1.9598
Total step : 146400      Batch loss: 1.5859      Epoch average loss: 1.9656
Total step : 146500      Batch loss: 1.7008      Epoch average loss: 1.9701
Total step : 146600      Batch loss: 1.5003      Epoch average loss: 1.9714
Total step : 146700      Batch loss: 2.1395      Epoch average loss: 1.9702
Total step : 146800      Batch loss: 2.3448      Epoch average loss: 1.9716
Total step : 146900      Batch loss: 1.6043      Epoch average loss: 1.9756
Total step : 147000      Batch loss: 3.6875      Epoch average loss: 1.9775
Total step : 147100      Batch loss: 2.4887      Epoch average loss: 1.9752
Total step : 147200      Batch loss: 1.5743      Epoch average loss: 1.9755
Total step : 147300      Batch loss: 1.7643      Epoch average loss: 1.9754
Total step : 147400      Batch loss: 3.1058      Epoch average loss: 1.9748
Total step : 147500      Batch loss: 1.8075      Epoch average loss: 1.9731
Total step : 147600      Batch loss: 2.7095      Epoch average loss: 1.9756
Total step : 147700      Batch loss: 1.5476      Epoch average loss: 1.9761
Total step : 147800      Batch loss: 1.8653      Epoch average loss: 1.9727
Total step : 147900      Batch loss: 1.7033      Epoch average loss: 1.9750
Total step : 148000      Batch loss: 1.4294      Epoch average loss: 1.9775
Total step : 148100      Batch loss: 3.3621      Epoch average loss: 1.9758
Total step : 148200      Batch loss: 1.6425      Epoch average loss: 1.9760
Total step : 148300      Batch loss: 1.8887      Epoch average loss: 1.9733
Total step : 148400      Batch loss: 2.2914      Epoch average loss: 1.9727
Total step : 148500      Batch loss: 1.7155      Epoch average loss: 1.9736
Total step : 148600      Batch loss: 3.0194      Epoch average loss: 1.9745
Total step : 148700      Batch loss: 4.0802      Epoch average loss: 1.9737
Total step : 148800      Batch loss: 1.8803      Epoch average loss: 1.9711
Total step : 148900      Batch loss: 1.6665      Epoch average loss: 1.9703
Total step : 149000      Batch loss: 1.7821      Epoch average loss: 1.9689
Total step : 149100      Batch loss: 1.9296      Epoch average loss: 1.9674
Total step : 149200      Batch loss: 2.0197      Epoch average loss: 1.9688
Total step : 149300      Batch loss: 1.9460      Epoch average loss: 1.9699
Total step : 149400      Batch loss: 3.7703      Epoch average loss: 1.9711
Total step : 149500      Batch loss: 2.0140      Epoch average loss: 1.9706
Total step : 149600      Batch loss: 1.9017      Epoch average loss: 1.9702
Total step : 149700      Batch loss: 2.9738      Epoch average loss: 1.9703
Total step : 149800      Batch loss: 1.7518      Epoch average loss: 1.9697
Total step : 149900      Batch loss: 1.5881      Epoch average loss: 1.9693
Total step : 150000      Batch loss: 1.6845      Epoch average loss: 1.9694
Total step : 150100      Batch loss: 2.2519      Epoch average loss: 1.9700
Total step : 150200      Batch loss: 2.5217      Epoch average loss: 1.9692
Total step : 150300      Batch loss: 1.5828      Epoch average loss: 1.9690
Total step : 150400      Batch loss: 1.9005      Epoch average loss: 1.9700
Total step : 150500      Batch loss: 1.6292      Epoch average loss: 1.9700
Total step : 150600      Batch loss: 3.0056      Epoch average loss: 1.9704
Total step : 150700      Batch loss: 1.8799      Epoch average loss: 1.9704
Total step : 150800      Batch loss: 1.5863      Epoch average loss: 1.9722
Total step : 150900      Batch loss: 1.7037      Epoch average loss: 1.9730
Total step : 151000      Batch loss: 2.9098      Epoch average loss: 1.9729
Total step : 151100      Batch loss: 1.7703      Epoch average loss: 1.9722
Total step : 151200      Batch loss: 1.4431      Epoch average loss: 1.9719
Total step : 151300      Batch loss: 3.5701      Epoch average loss: 1.9724
Total step : 151400      Batch loss: 2.7822      Epoch average loss: 1.9726
Total step : 151500      Batch loss: 1.7861      Epoch average loss: 1.9729
Total step : 151600      Batch loss: 2.7560      Epoch average loss: 1.9714
Total step : 151700      Batch loss: 2.1252      Epoch average loss: 1.9695
Total step : 151800      Batch loss: 1.6771      Epoch average loss: 1.9699
Total step : 151900      Batch loss: 2.0253      Epoch average loss: 1.9699
Total step : 152000      Batch loss: 1.8402      Epoch average loss: 1.9694
Total step : 152100      Batch loss: 1.5741      Epoch average loss: 1.9690
Total step : 152200      Batch loss: 1.8571      Epoch average loss: 1.9686
Total step : 152300      Batch loss: 1.8447      Epoch average loss: 1.9665
Total step : 152400      Batch loss: 1.9312      Epoch average loss: 1.9651
Total step : 152500      Batch loss: 1.6454      Epoch average loss: 1.9658
Total step : 152600      Batch loss: 1.8759      Epoch average loss: 1.9666
Total step : 152700      Batch loss: 2.0656      Epoch average loss: 1.9673
Total step : 152800      Batch loss: 1.5447      Epoch average loss: 1.9682
Total step : 152900      Batch loss: 2.9791      Epoch average loss: 1.9683
Total step : 153000      Batch loss: 2.0903      Epoch average loss: 1.9683
Total step : 153100      Batch loss: 2.1519      Epoch average loss: 1.9692
Total step : 153200      Batch loss: 1.7697      Epoch average loss: 1.9696
Total step : 153300      Batch loss: 2.3773      Epoch average loss: 1.9696
Total step : 153400      Batch loss: 2.0536      Epoch average loss: 1.9697
Total step : 153500      Batch loss: 2.2547      Epoch average loss: 1.9694
Total step : 153600      Batch loss: 1.9127      Epoch average loss: 1.9699
Total step : 153700      Batch loss: 2.2393      Epoch average loss: 1.9693
Total step : 153800      Batch loss: 1.6013      Epoch average loss: 1.9682
Total step : 153900      Batch loss: 1.6185      Epoch average loss: 1.9678
Total step : 154000      Batch loss: 1.4002      Epoch average loss: 1.9676
Total step : 154100      Batch loss: 3.4988      Epoch average loss: 1.9668
Total step : 154200      Batch loss: 1.7183      Epoch average loss: 1.9658
Total step : 154300      Batch loss: 2.3654      Epoch average loss: 1.9652
Total step : 154400      Batch loss: 3.7508      Epoch average loss: 1.9666
Total step : 154500      Batch loss: 2.4228      Epoch average loss: 1.9668
Total step : 154600      Batch loss: 2.2438      Epoch average loss: 1.9675
Total step : 154700      Batch loss: 1.5644      Epoch average loss: 1.9681
Total step : 154800      Batch loss: 3.0937      Epoch average loss: 1.9687
Total step : 154900      Batch loss: 1.7608      Epoch average loss: 1.9676
Total step : 155000      Batch loss: 1.6001      Epoch average loss: 1.9688
Total step : 155100      Batch loss: 1.7484      Epoch average loss: 1.9693
Total step : 155200      Batch loss: 3.5968      Epoch average loss: 1.9695
Total step : 155300      Batch loss: 2.1162      Epoch average loss: 1.9692
Total step : 155400      Batch loss: 1.5408      Epoch average loss: 1.9689
Total step : 155500      Batch loss: 1.8079      Epoch average loss: 1.9690
Total step : 155600      Batch loss: 1.7581      Epoch average loss: 1.9680
Total step : 155700      Batch loss: 2.2285      Epoch average loss: 1.9672
Total step : 155800      Batch loss: 1.7419      Epoch average loss: 1.9677
Total step : 155900      Batch loss: 1.6522      Epoch average loss: 1.9672
Total step : 156000      Batch loss: 1.6470      Epoch average loss: 1.9668
Total step : 156100      Batch loss: 1.7433      Epoch average loss: 1.9667
Total step : 156200      Batch loss: 2.1036      Epoch average loss: 1.9670
Total step : 156300      Batch loss: 2.1700      Epoch average loss: 1.9677
Total step : 156400      Batch loss: 2.0118      Epoch average loss: 1.9676
Total step : 156500      Batch loss: 1.7230      Epoch average loss: 1.9677
Total step : 156600      Batch loss: 1.8605      Epoch average loss: 1.9679
Total step : 156700      Batch loss: 1.8143      Epoch average loss: 1.9677
Total step : 156800      Batch loss: 2.4622      Epoch average loss: 1.9681
Total step : 156900      Batch loss: 1.9565      Epoch average loss: 1.9680
Total step : 157000      Batch loss: 1.7191      Epoch average loss: 1.9687
Total step : 157100      Batch loss: 1.4912      Epoch average loss: 1.9682
Total step : 157200      Batch loss: 1.7038      Epoch average loss: 1.9677
Total step : 157300      Batch loss: 2.0817      Epoch average loss: 1.9682
Total step : 157400      Batch loss: 1.7429      Epoch average loss: 1.9688
Total step : 157500      Batch loss: 2.2435      Epoch average loss: 1.9682
Total step : 157600      Batch loss: 1.9294      Epoch average loss: 1.9674
Total step : 157700      Batch loss: 1.7361      Epoch average loss: 1.9675
Total step : 157800      Batch loss: 1.8057      Epoch average loss: 1.9676
Total step : 157900      Batch loss: 2.4239      Epoch average loss: 1.9683
Total step : 158000      Batch loss: 1.8064      Epoch average loss: 1.9680
Total step : 158100      Batch loss: 2.1546      Epoch average loss: 1.9683
Total step : 158200      Batch loss: 1.8743      Epoch average loss: 1.9681
Total step : 158300      Batch loss: 1.5559      Epoch average loss: 1.9677
Total step : 158400      Batch loss: 1.6621      Epoch average loss: 1.9682
Total step : 158500      Batch loss: 1.7762      Epoch average loss: 1.9687
Total step : 158600      Batch loss: 2.9633      Epoch average loss: 1.9681
Total step : 158700      Batch loss: 1.9983      Epoch average loss: 1.9681
Total step : 158800      Batch loss: 1.7950      Epoch average loss: 1.9675
Total step : 158900      Batch loss: 1.9967      Epoch average loss: 1.9680
Total step : 159000      Batch loss: 1.6423      Epoch average loss: 1.9682
Total step : 159100      Batch loss: 1.5994      Epoch average loss: 1.9679
Total step : 159200      Batch loss: 2.6269      Epoch average loss: 1.9674
Total step : 159300      Batch loss: 2.0715      Epoch average loss: 1.9668
Total step : 159400      Batch loss: 1.7461      Epoch average loss: 1.9673
Total step : 159500      Batch loss: 1.5558      Epoch average loss: 1.9680
Total step : 159600      Batch loss: 1.5880      Epoch average loss: 1.9690
Total step : 159700      Batch loss: 2.8940      Epoch average loss: 1.9687
Total step : 159800      Batch loss: 1.7134      Epoch average loss: 1.9688
Total step : 159900      Batch loss: 3.3326      Epoch average loss: 1.9690
Total step : 160000      Batch loss: 1.4137      Epoch average loss: 1.9689
Total step : 160100      Batch loss: 1.5911      Epoch average loss: 1.9691
Total step : 160200      Batch loss: 2.8406      Epoch average loss: 1.9687
Total step : 160300      Batch loss: 1.7277      Epoch average loss: 1.9690
Total step : 160400      Batch loss: 1.4743      Epoch average loss: 1.9688
Total step : 160500      Batch loss: 2.3842      Epoch average loss: 1.9684
Total step : 160600      Batch loss: 1.5979      Epoch average loss: 1.9689
Total step : 160700      Batch loss: 1.7338      Epoch average loss: 1.9687
Total step : 160800      Batch loss: 2.8538      Epoch average loss: 1.9685
Total step : 160900      Batch loss: 1.9108      Epoch average loss: 1.9684
Total step : 161000      Batch loss: 1.8382      Epoch average loss: 1.9688
Total step : 161100      Batch loss: 1.5323      Epoch average loss: 1.9691
Total step : 161200      Batch loss: 1.7911      Epoch average loss: 1.9690
Total step : 161300      Batch loss: 1.6428      Epoch average loss: 1.9687
Total step : 161400      Batch loss: 1.5598      Epoch average loss: 1.9688
Total step : 161500      Batch loss: 2.9257      Epoch average loss: 1.9689
Total step : 161600      Batch loss: 2.0801      Epoch average loss: 1.9690
Total step : 161700      Batch loss: 1.7144      Epoch average loss: 1.9688
Total step : 161800      Batch loss: 1.8647      Epoch average loss: 1.9687
Total step : 161900      Batch loss: 2.3170      Epoch average loss: 1.9691
Total step : 162000      Batch loss: 3.3622      Epoch average loss: 1.9687
Total step : 162100      Batch loss: 2.6461      Epoch average loss: 1.9686
Total step : 162200      Batch loss: 1.7071      Epoch average loss: 1.9689
Total step : 162300      Batch loss: 1.7757      Epoch average loss: 1.9688
Total step : 162400      Batch loss: 3.5885      Epoch average loss: 1.9691
Total step : 162500      Batch loss: 1.7657      Epoch average loss: 1.9692
Total step : 162600      Batch loss: 1.5861      Epoch average loss: 1.9688
Total step : 162700      Batch loss: 1.4665      Epoch average loss: 1.9694
Total step : 162800      Batch loss: 3.6502      Epoch average loss: 1.9695
Total step : 162900      Batch loss: 1.6843      Epoch average loss: 1.9693
Total step : 163000      Batch loss: 1.9019      Epoch average loss: 1.9694
Total step : 163100      Batch loss: 2.1959      Epoch average loss: 1.9693
Total step : 163200      Batch loss: 1.7170      Epoch average loss: 1.9695
Total step : 163300      Batch loss: 2.2024      Epoch average loss: 1.9691
Total step : 163400      Batch loss: 1.9718      Epoch average loss: 1.9689
